"ORDER   ","0340","513323","1014288610","                 0","       0","20140422","1082522","095062501428","              4.5"," ","EA","0340"," "," ",,,,,"18","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","0340","513323","1014288610","                 0","       0","20140422","1082523","095062501381","              4.5"," ","EA","0340"," "," ",,,,,"18","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","0340","513323","1014288610","                 0","       0","20140422","1082525","095062501442","              4.5"," ","EA","0340"," "," ",,,,,"18","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","0340","513323","1014288610","                 0","       0","20140422","1082548","095062115984","             2.75"," ","EA","0340"," "," ",,,,,"12","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","0340","513323","1014288610","                 0","       0","20140422","1082553","095062000914","             5.25"," ","EA","0340"," "," ",,,,,"10","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","0340","513323","1014288610","                 0","       0","20140422","1082555","095062000624","                6"," ","EA","0340"," "," ",,,,,"18","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","0506","513323","1014288611","                 0","       0","20140422","1082522","095062501428","              4.5"," ","EA","0506"," "," ",,,,,"18","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","0506","513323","1014288611","                 0","       0","20140422","1082523","095062501381","              4.5"," ","EA","0506"," "," ",,,,,"18","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","0506","513323","1014288611","                 0","       0","20140422","1082525","095062501442","              4.5"," ","EA","0506"," "," ",,,,,"18","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","0506","513323","1014288611","                 0","       0","20140422","1082548","095062115984","             2.75"," ","EA","0506"," "," ",,,,,"12","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","0506","513323","1014288611","                 0","       0","20140422","1082553","095062000914","             5.25"," ","EA","0506"," "," ",,,,,"10","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","0506","513323","1014288611","                 0","       0","20140422","1082555","095062000624","                6"," ","EA","0506"," "," ",,,,,"18","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","0507","513323","1014288612","                 0","       0","20140422","1082522","095062501428","              4.5"," ","EA","0507"," "," ",,,,,"18","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","0507","513323","1014288612","                 0","       0","20140422","1082523","095062501381","              4.5"," ","EA","0507"," "," ",,,,,"18","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","0507","513323","1014288612","                 0","       0","20140422","1082525","095062501442","              4.5"," ","EA","0507"," "," ",,,,,"18","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","0507","513323","1014288612","                 0","       0","20140422","1082548","095062115984","             2.75"," ","EA","0507"," "," ",,,,,"12","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","0507","513323","1014288612","                 0","       0","20140422","1082553","095062000914","             5.25"," ","EA","0507"," "," ",,,,,"10","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","0507","513323","1014288612","                 0","       0","20140422","1082555","095062000624","                6"," ","EA","0507"," "," ",,,,,"18","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ORDER   ","0509","513323","1014288613","                 0","       0","20140422","1082522","095062501428","              4.5"," ","EA","0509"," "," ",,,,,"18","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
