CUSTOMER                      ,PAYEE                         ,PROC/PAY DATE       ,EFFECT/GOOD FUNDS/CH,CHECK/PAYMENT TRACE NUMBER    ,TOTAL CRED
SEARS HOLDINGS MANAGEMENT CORP,YOUNGS FARMS                  ,20101105            ,20101105            ,'771569636                    ,0016109.31

INVOICE DATE                  ,INVOICE/CREDIT MEMO NUMBER    ,PO NUMBER           ,OUTBOUND-FROM PARTY ,RETURN GOODS AUTH NUMBER ,STORE NUMBER   ,NET AMOUNT,ADJUSTMENT,GROSS AMOUNT   ,ORIGINAL INVOICE NUMBER  ,ADJUSTMENT REASON        ,NOTES,DOCUMENT DATE                 ,OTHER DISC AMT      ,DEPT NUMBER         
20101010                      ,'                             ,'0020101011         ,                    ,                         ,03713          ,0000038.45,0000000000,000000000038.45,                         ,                         ,,20101010                      ,0000000000,'043                
20101011                      ,'                             ,'0020101012         ,                    ,                         ,03713          ,0000021.45,0000000000,000000000021.45,                         ,                         ,,20101011                      ,0000000000,'043                
20101012                      ,'                             ,'0020101013         ,                    ,                         ,03713          ,0000004.05,0000000000,000000000004.05,                         ,                         ,,20101012                      ,0000000000,'043                
20101013                      ,'                             ,'0020101014         ,                    ,                         ,03713          ,00000008.1,0000000000,0000000000008.1,                         ,                         ,,20101013                      ,0000000000,'043                
20101007                      ,'                             ,'0020101008         ,                    ,                         ,03715          ,0000001.35,0000000000,000000000001.35,                         ,                         ,,20101007                      ,0000000000,'043                
20101008                      ,'                             ,'0020101009         ,                    ,                         ,03715          ,0000012.15,0000000000,000000000012.15,                         ,                         ,,20101008                      ,0000000000,'043                
20101009                      ,'                             ,'0020101010         ,                    ,                         ,03715          ,00000051.3,0000000000,0000000000051.3,                         ,                         ,,20101009                      ,0000000000,'043                
20101010                      ,'                             ,'0020101011         ,                    ,                         ,03715          ,00000021.6,0000000000,0000000000021.6,                         ,                         ,,20101010                      ,0000000000,'043                
20101011                      ,'                             ,'0020101012         ,                    ,                         ,03715          ,0000014.85,0000000000,000000000014.85,                         ,                         ,,20101011                      ,0000000000,'043                
20101012                      ,'                             ,'0020101013         ,                    ,                         ,03715          ,0000000027,0000000000,000000000000027,                         ,                         ,,20101012                      ,0000000000,'043                
20101007                      ,'                             ,'0020101008         ,                    ,                         ,03773          ,00000002.7,0000000000,0000000000002.7,                         ,                         ,,20101007                      ,0000000000,'043                
20101008                      ,'                             ,'0020101009         ,                    ,                         ,03773          ,00000002.7,0000000000,0000000000002.7,                         ,                         ,,20101008                      ,0000000000,'043                
20101010                      ,'                             ,'0020101011         ,                    ,                         ,03773          ,0000001.35,0000000000,000000000001.35,                         ,                         ,,20101010                      ,0000000000,'043                
20101011                      ,'                             ,'0020101012         ,                    ,                         ,03773          ,00000011.2,0000000000,0000000000011.2,                         ,                         ,,20101011                      ,0000000000,'043                
20101012                      ,'                             ,'0020101013         ,                    ,                         ,03773          ,00000005.4,0000000000,0000000000005.4,                         ,                         ,,20101012                      ,0000000000,'043                
20101013                      ,'                             ,'0020101014         ,                    ,                         ,03773          ,0000068.74,0000000000,000000000068.74,                         ,                         ,,20101013                      ,0000000000,'043                
20101007                      ,'                             ,'0020101008         ,                    ,                         ,03808          ,0000018.15,0000000000,000000000018.15,                         ,                         ,,20101007                      ,0000000000,'043                
20101008                      ,'                             ,'0020101009         ,                    ,                         ,03808          ,00000066.6,0000000000,0000000000066.6,                         ,                         ,,20101008                      ,0000000000,'043                
20101009                      ,'                             ,'0020101010         ,                    ,                         ,03808          ,0000051.45,0000000000,000000000051.45,                         ,                         ,,20101009                      ,0000000000,'043                
20101010                      ,'                             ,'0020101011         ,                    ,                         ,03808          ,00000016.5,0000000000,0000000000016.5,                         ,                         ,,20101010                      ,0000000000,'043                
20101011                      ,'                             ,'0020101012         ,                    ,                         ,03808          ,00000026.7,0000000000,0000000000026.7,                         ,                         ,,20101011                      ,0000000000,'043                
20101012                      ,'                             ,'0020101013         ,                    ,                         ,03808          ,00000028.5,0000000000,0000000000028.5,                         ,                         ,,20101012                      ,0000000000,'043                
20101013                      ,'                             ,'0020101014         ,                    ,                         ,03808          ,0000019.55,0000000000,000000000019.55,                         ,                         ,,20101013                      ,0000000000,'043                
20101007                      ,'                             ,'0020101008         ,                    ,                         ,03822          ,00000022.2,0000000000,0000000000022.2,                         ,                         ,,20101007                      ,0000000000,'043                
20101008                      ,'                             ,'0020101009         ,                    ,                         ,03822          ,00000026.9,0000000000,0000000000026.9,                         ,                         ,,20101008                      ,0000000000,'043                
20101009                      ,'                             ,'0020101010         ,                    ,                         ,03822          ,0000031.65,0000000000,000000000031.65,                         ,                         ,,20101009                      ,0000000000,'043                
20101010                      ,'                             ,'0020101011         ,                    ,                         ,03822          ,00000018.2,0000000000,0000000000018.2,                         ,                         ,,20101010                      ,0000000000,'043                
20101011                      ,'                             ,'0020101012         ,                    ,                         ,03822          ,00000004.5,0000000000,0000000000004.5,                         ,                         ,,20101011                      ,0000000000,'043                
20101012                      ,'                             ,'0020101013         ,                    ,                         ,03822          ,00000024.6,0000000000,0000000000024.6,                         ,                         ,,20101012                      ,0000000000,'043                
20101013                      ,'                             ,'0020101014         ,                    ,                         ,03822          ,00000022.2,0000000000,0000000000022.2,                         ,                         ,,20101013                      ,0000000000,'043                
20101007                      ,'                             ,'0020101008         ,                    ,                         ,03823          ,00000001.5,0000000000,0000000000001.5,                         ,                         ,,20101007                      ,0000000000,'043                
20101008                      ,'                             ,'0020101009         ,                    ,                         ,03823          ,00000005.4,0000000000,0000000000005.4,                         ,                         ,,20101008                      ,0000000000,'043                
20101009                      ,'                             ,'0020101010         ,                    ,                         ,03823          ,00000002.7,0000000000,0000000000002.7,                         ,                         ,,20101009                      ,0000000000,'043                
20101010                      ,'                             ,'0020101011         ,                    ,                         ,03823          ,00000008.1,0000000000,0000000000008.1,                         ,                         ,,20101010                      ,0000000000,'043                
20101013                      ,'                             ,'0020101014         ,                    ,                         ,03823          ,00000005.4,0000000000,0000000000005.4,                         ,                         ,,20101013                      ,0000000000,'043                
20101007                      ,'                             ,'0020101008         ,                    ,                         ,03836          ,00000008.1,0000000000,0000000000008.1,                         ,                         ,,20101007                      ,0000000000,'043                
20101008                      ,'                             ,'0020101009         ,                    ,                         ,03836          ,0000000027,0000000000,000000000000027,                         ,                         ,,20101008                      ,0000000000,'043                
20101009                      ,'                             ,'0020101010         ,                    ,                         ,03836          ,0000033.75,0000000000,000000000033.75,                         ,                         ,,20101009                      ,0000000000,'043                
20101010                      ,'                             ,'0020101011         ,                    ,                         ,03836          ,00000010.8,0000000000,0000000000010.8,                         ,                         ,,20101010                      ,0000000000,'043                
20101011                      ,'                             ,'0020101012         ,                    ,                         ,03836          ,0000020.25,0000000000,000000000020.25,                         ,                         ,,20101011                      ,0000000000,'043                
20101012                      ,'                             ,'0020101013         ,                    ,                         ,03836          ,00000013.5,0000000000,0000000000013.5,                         ,                         ,,20101012                      ,0000000000,'043                
20101013                      ,'                             ,'0020101014         ,                    ,                         ,03836          ,00000075.6,0000000000,0000000000075.6,                         ,                         ,,20101013                      ,0000000000,'043                
20101007                      ,'                             ,'0020101008         ,                    ,                         ,03848          ,00000008.4,0000000000,0000000000008.4,                         ,                         ,,20101007                      ,0000000000,'043                
20101008                      ,'                             ,'0020101009         ,                    ,                         ,03848          ,0000020.25,0000000000,000000000020.25,                         ,                         ,,20101008                      ,0000000000,'043                
20101009                      ,'                             ,'0020101010         ,                    ,                         ,03848          ,00000040.8,0000000000,0000000000040.8,                         ,                         ,,20101009                      ,0000000000,'043                
20101010                      ,'                             ,'0020101011         ,                    ,                         ,03848          ,00000024.3,0000000000,0000000000024.3,                         ,                         ,,20101010                      ,0000000000,'043                
20101011                      ,'                             ,'0020101012         ,                    ,                         ,03848          ,00000007.2,0000000000,0000000000007.2,                         ,                         ,,20101011                      ,0000000000,'043                
20101012                      ,'                             ,'0020101013         ,                    ,                         ,03848          ,0000034.85,0000000000,000000000034.85,                         ,                         ,,20101012                      ,0000000000,'043                
20101013                      ,'                             ,'0020101014         ,                    ,                         ,03848          ,0000015.75,0000000000,000000000015.75,                         ,                         ,,20101013                      ,0000000000,'043                
20101007                      ,'                             ,'0020101008         ,                    ,                         ,03850          ,0000055.35,0000000000,000000000055.35,                         ,                         ,,20101007                      ,0000000000,'043                
20101008                      ,'                             ,'0020101009         ,                    ,                         ,03850          ,00000016.2,0000000000,0000000000016.2,                         ,                         ,,20101008                      ,0000000000,'043                
20101009                      ,'                             ,'0020101010         ,                    ,                         ,03850          ,00000043.2,0000000000,0000000000043.2,                         ,                         ,,20101009                      ,0000000000,'043                
20101010                      ,'                             ,'0020101011         ,                    ,                         ,03850          ,0000051.22,0000000000,000000000051.22,                         ,                         ,,20101010                      ,0000000000,'043                
20101011                      ,'                             ,'0020101012         ,                    ,                         ,03850          ,0000036.45,0000000000,000000000036.45,                         ,                         ,,20101011                      ,0000000000,'043                
