CUSTOMER                      ,PAYEE                         ,PROC/PAY DATE       ,EFFECT/GOOD FUNDS/CH,CHECK/PAYMENT TRACE NUMBER    ,TOTAL CRED
SEARS HOLDINGS MANAGEMENT CORP,PINEAE GREENHOUSES INC        ,20140508            ,20140508            ,'772637775                    ,0006040.12

INVOICE DATE                  ,INVOICE/CREDIT MEMO NUMBER    ,PO NUMBER           ,OUTBOUND-FROM PARTY ,RETURN GOODS AUTH NUMBER ,STORE NUMBER   ,NET AMOUNT,ADJUSTMENT,GROSS AMOUNT   ,ORIGINAL INVOICE NUMBER  ,ADJUSTMENT REASON        ,NOTES,DOCUMENT DATE                 ,OTHER DISC AMT      ,DEPT NUMBER         
20140421                      ,'                             ,'0020140422         ,                    ,                         ,09074          ,0000030.99,0000000000,000000000030.99,                         ,                         ,,20140421                      ,0000000000,'043                
20140422                      ,'                             ,'0020140423         ,                    ,                         ,09074          ,0000018.66,0000000000,000000000018.66,                         ,                         ,,20140422                      ,0000000000,'043                
20140423                      ,'                             ,'0020140424         ,                    ,                         ,09074          ,0000058.38,0000000000,000000000058.38,                         ,                         ,,20140423                      ,0000000000,'043                
20140424                      ,'                             ,'0020140425         ,                    ,                         ,09074          ,0000218.57,0000000000,000000000218.57,                         ,                         ,,20140424                      ,0000000000,'043                
20140425                      ,'                             ,'0020140426         ,                    ,                         ,09074          ,00000095.3,0000000000,0000000000095.3,                         ,                         ,,20140425                      ,0000000000,'043                
20140426                      ,'                             ,'0020140427         ,                    ,                         ,09074          ,0000087.58,0000000000,000000000087.58,                         ,                         ,,20140426                      ,0000000000,'043                
20140420                      ,'                             ,'0020140421         ,                    ,                         ,09225          ,0000056.43,0000000000,000000000056.43,                         ,                         ,,20140420                      ,0000000000,'043                
20140421                      ,'                             ,'0020140422         ,                    ,                         ,09225          ,0000068.23,0000000000,000000000068.23,                         ,                         ,,20140421                      ,0000000000,'043                
20140422                      ,'                             ,'0020140423         ,                    ,                         ,09225          ,0000027.99,0000000000,000000000027.99,                         ,                         ,,20140422                      ,0000000000,'043                
20140423                      ,'                             ,'0020140424         ,                    ,                         ,09225          ,0000006.36,0000000000,000000000006.36,                         ,                         ,,20140423                      ,0000000000,'043                
20140424                      ,'                             ,'0020140425         ,                    ,                         ,09225          ,0000074.84,0000000000,000000000074.84,                         ,                         ,,20140424                      ,0000000000,'043                
20140425                      ,'                             ,'0020140426         ,                    ,                         ,09225          ,0000032.91,0000000000,000000000032.91,                         ,                         ,,20140425                      ,0000000000,'043                
20140426                      ,'                             ,'0020140427         ,                    ,                         ,09225          ,0000050.56,0000000000,000000000050.56,                         ,                         ,,20140426                      ,0000000000,'043                
20140420                      ,'                             ,'0020140421         ,                    ,                         ,09241          ,0000004.12,0000000000,000000000004.12,                         ,                         ,,20140420                      ,0000000000,'043                
20140421                      ,'                             ,'0020140422         ,                    ,                         ,09241          ,0000015.25,0000000000,000000000015.25,                         ,                         ,,20140421                      ,0000000000,'043                
