CUSTOMER                      ,PAYEE                         ,PROC/PAY DATE       ,EFFECT/GOOD FUNDS/CH,CHECK/PAYMENT TRACE NUMBER    ,TOTAL CRED
SEARS HOLDINGS MANAGEMENT CORP,GARDEN STATE GROWERS          ,20100721            ,20100721            ,'771485280                    ,00001582.8

INVOICE DATE                  ,INVOICE/CREDIT MEMO NUMBER    ,PO NUMBER           ,OUTBOUND-FROM PARTY ,RETURN GOODS AUTH NUMBER ,STORE NUMBER   ,NET AMOUNT,ADJUSTMENT,GROSS AMOUNT   ,ORIGINAL INVOICE NUMBER  ,ADJUSTMENT REASON        ,NOTES,DOCUMENT DATE                 ,OTHER DISC AMT      ,DEPT NUMBER         
20100712                      ,'                             ,'0020100713         ,                    ,                         ,07120          ,00000008.3,0000000000,0000000000008.3,                         ,                         ,,20100712                      ,0000000000,'043                
20100712                      ,'                             ,'0020100713         ,                    ,                         ,07129          ,00000001.5,0000000000,0000000000001.5,                         ,                         ,,20100712                      ,0000000000,'043                
20100712                      ,'                             ,'0020100713         ,                    ,                         ,07182          ,0000011.87,0000000000,000000000011.87,                         ,                         ,,20100712                      ,0000000000,'043                
20100712                      ,'                             ,'0020100713         ,                    ,                         ,07192          ,0000026.97,0000000000,000000000026.97,                         ,                         ,,20100712                      ,0000000000,'043                
20100712                      ,'                             ,'0020100713         ,                    ,                         ,07197          ,0000009.77,0000000000,000000000009.77,                         ,                         ,,20100712                      ,0000000000,'043                
20100712                      ,'                             ,'0020100713         ,                    ,                         ,07209          ,0000004.15,0000000000,000000000004.15,                         ,                         ,,20100712                      ,0000000000,'043                
20100712                      ,'                             ,'0020100713         ,                    ,                         ,07235          ,0000009.95,0000000000,000000000009.95,                         ,                         ,,20100712                      ,0000000000,'043                
20100712                      ,'                             ,'0020100713         ,                    ,                         ,07257          ,0000018.89,0000000000,000000000018.89,                         ,                         ,,20100712                      ,0000000000,'043                
20100712                      ,'                             ,'0020100713         ,                    ,                         ,07602          ,0000075.52,0000000000,000000000075.52,                         ,                         ,,20100712                      ,0000000000,'043                
20100712                      ,'                             ,'0020100713         ,                    ,                         ,07673          ,0000060.53,0000000000,000000000060.53,                         ,                         ,,20100712                      ,0000000000,'043                
20100712                      ,'                             ,'0020100713         ,                    ,                         ,07713          ,0000063.19,0000000000,000000000063.19,                         ,                         ,,20100712                      ,0000000000,'043                
20100712                      ,'                             ,'0020100713         ,                    ,                         ,09125          ,0000016.65,0000000000,000000000016.65,                         ,                         ,,20100712                      ,0000000000,'043                
