"SCANPO","",,"703220120411","                 0","        ","20120411","1000732411","783891029502","             7.76","1","EA","7032"," "," "," "," ","  "," ","5","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"SCANPO","",,"703220120411","                 0","        ","20120411","1000736461","783891030157","             5.29","1","EA","7032"," "," "," "," ","  "," ","12","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"SCANPO","",,"703220120411","                 0","        ","20120411","1000736521","783891030416","             1.66","1","EA","7032"," "," "," "," ","  "," ","2","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"SCANPO","",,"703220120411","                 0","        ","20120411","1000736807","783891030751","             5.06","1","EA","7032"," "," "," "," ","  "," ","6","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"SCANPO","",,"703220120411","                 0","        ","20120411","1000732813","783891031147","              .84","1","EA","7032"," "," "," "," ","  "," ","40","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"SCANPO","",,"703220120411","                 0","        ","20120411","1000731671","783891141020","             7.76","1","EA","7032"," "," "," "," ","  "," ","4","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"SCANPO","",,"703220120411","                 0","        ","20120411","1000736591","783891410126","             10.5","1","EA","7032"," "," "," "," ","  "," ","1","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"SCANPO","",,"703220120411","                 0","        ","20120411"," ","TAXAMT","            25.34","1","EA","7032"," "," "," "," ","  "," "," ","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"SCANPO","",,"703520120411","                 0","        ","20120411","1000736521","783891030416","              1.6","1","EA","7035"," "," "," "," ","  "," ","58","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"SCANPO","",,"703520120411","                 0","        ","20120411","1000732470","783891030270","             4.49","1","EA","7035"," "," "," "," ","  "," ","15","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"SCANPO","",,"703520120411","                 0","        ","20120411","1000732440","783891030232","             8.97","1","EA","7035"," "," "," "," ","  "," ","1","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"SCANPO","",,"703520120411","                 0","        ","20120411","1000736461","783891030157","             4.95","1","EA","7035"," "," "," "," ","  "," ","35","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"SCANPO","",,"703520120411","                 0","        ","20120411","1000732460","783891030126","             3.57","1","EA","7035"," "," "," "," ","  "," ","4","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"SCANPO","",,"703520120411","                 0","        ","20120411","1000736582","783891030119","             1.62","1","EA","7035"," "," "," "," ","  "," ","13","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"SCANPO","",,"703520120411","                 0","        ","20120411","1000732411","783891029502","             7.19","1","EA","7035"," "," "," "," ","  "," ","4","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"SCANPO","",,"703520120411","                 0","        ","20120411","1000736524","783891027935","             1.51","1","EA","7035"," "," "," "," ","  "," ","36","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"SCANPO","",,"703520120411","                 0","        ","20120411","1000732445","783891028192","             2.88","1","EA","7035"," "," "," "," ","  "," ","48","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"SCANPO","",,"703520120411","                 0","        ","20120411","1000736490","783891028659","             3.28","1","EA","7035"," "," "," "," ","  "," ","18","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"SCANPO","",,"703520120411","                 0","        ","20120411","1000736591","783891410126","             10.2","1","EA","7035"," "," "," "," ","  "," ","4","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
"SCANPO","",,"703520120411","                 0","        ","20120411","1000731671","783891141020","             7.19","1","EA","7035"," "," "," "," ","  "," ","6","        ","","","","","","","","","","","","","","","","","","","","","","","","","","",
